Protein.Group	Protein.Ids	Protein.Names	Genes	First.Protein.Description	Sample_0	Sample_1	Sample_2	Sample_3	Sample_4	Sample_5	Sample_6	Sample_7	Sample_8	Sample_9	Sample_10	Sample_11	Sample_12	Sample_13	Sample_14	Sample_15	Sample_16	Sample_17	Sample_18	Sample_19	Sample_20	Sample_21	Sample_22	Sample_23	Sample_24	Sample_25	Sample_26	Sample_27	Sample_28	Sample_29	Sample_30	Sample_31	Sample_32	Sample_33	Sample_34	Sample_35	Sample_36	Sample_37	Sample_38	Sample_39	Sample_40	Sample_41
Q14103	Q14103	Q14103	Q14103			1947.72	1095.08	1676.89	1797.68	1231.09	1834.03	1700.6	2804.5	1807.7	1700.88		1657.06	1042.77	1443.6	1046.16	1155.71	900.393	734.746	678.63		1426.84	815.361	939.125					677.863	834.132	1099.97	1191.33	1108.87	878.168	677.713	1176.16		3944.72	3815.54	1699.0	998.349	1280.5
Q8IYL3	Q8IYL3	Q8IYL3	Q8IYL3		1840.1	3800.18	4357.9	3937.21		4201.67		3324.18	1626.23	1174.34	3791.2	2781.89	3723.13	3762.38	3868.73	4087.18	3641.21	3456.52	3473.89	3772.76	5072.17	4458.74	3724.96	4342.17	4839.66	4013.06	3617.58	2888.48	2552.96	3230.51	3845.22	3572.07	4481.87	3538.93	2444.0	4647.12	4166.89	3354.81	4484.6	2864.69	2720.97	8774.99
Q9ULK5	Q9ULK5	Q9ULK5	Q9ULK5		5635.09	6701.72	6069.75	7092.55	7632.05	7591.09	6848.37	6747.24	5650.97	5988.5	7099.89	6082.01	6617.23	5364.75	4887.88	7194.33	6072.48	7828.04	5676.74	6994.95	6203.09	6714.86	6921.27	6789.62	5919.94	7042.16	5813.27	6262.99	7211.88	5670.17	6692.28	6055.15	7305.82	7038.54	7029.55	7006.43	6049.79	6242.19	5414.11	7720.04	7661.57	6323.58
P23025	P23025	P23025	P23025		9896.96	8785.9	8403.32	9099.35	8355.75	10522.2	7468.4	9201.56	9391.39	5522.68	6767.15	6800.02	7500.27	8374.99	7074.68	8013.62	8568.4	7967.82	6657.1	5762.64	5648.36	6518.77	7447.14	6419.45	7257.59	7432.32	7283.3	9000.48	8643.59	9197.68	7193.08	8067.19	7126.61	8960.5	9054.92	8336.29	7747.42	7633.02	7828.84	8271.85	7975.31	8681.52
O60309	O60309	O60309	O60309		5716.52	6662.8	6556.31	6775.06	7188.14	7338.57	5886.7	5530.52	5810.74	6776.11	6915.04	6501.86	6461.85	6353.19	5731.92	6442.24	7332.03	6958.49	6503.87	6028.12	6763.1	7600.9	6383.96	6679.12	6291.56	6392.72	6822.24	7080.95	6509.87	7231.61	6002.2	6221.6	6833.31	7060.61	7286.1	7508.5	6875.15	6851.45	6918.37	7155.82	6659.57	6412.27
Q14126	Q14126	Q14126	Q14126		38000.6	40225.4	40744.8	49154.2	50364.8	45394.6	39759.1	36545.3	37554.1	44097.4	42761.4	44180.9	52686.7	56136.9	49057.0	39236.9	39306.4	44132.6	41942.2	38547.6	44980.2	42053.6	41910.4	50960.3	44406.7	46651.7	44993.2	34793.2	37156.9	38196.4	38043.4	37078.9	38052.5	39494.2	36455.7	41998.8	38126.6	38440.7	46240.8	40924.0	41040.5	54632.5
Q9Y4G2	Q9Y4G2	Q9Y4G2	Q9Y4G2		3211.08	2925.33	3312.89	2245.15	3412.52	3226.24	1975.34	2754.96	3422.25	3192.38	4046.1	3858.92	2804.95	2892.8	4376.42	3733.02	3999.05	4198.09	2642.59	3699.31	3305.16	4479.37	3394.98	3292.63	1645.4	1896.48	1670.5	2682.2	3709.68	3266.06	3806.57	3598.0	2830.62	3164.92	4750.39	2657.4	1623.71	1568.99		3563.62	3247.33	3424.93
Q8NCE0	Q8NCE0	Q8NCE0	Q8NCE0		2839.16	3004.42	3460.08	2973.03	3451.41	3589.89	1808.22	1823.31		3664.41	3492.08	3046.98	3664.93	2630.68	3582.64	3207.86	3171.5	3850.66	4313.27	3650.39	3626.54	3447.9	4113.9	3127.38	4514.93	3402.84	4380.86	4763.96	3440.27	3371.61	1753.57	2041.49	1913.49	3102.12	3380.87	2980.36	4341.65	3100.9	3893.01	3764.26	3253.76	3953.21
P49189	P49189	P49189	P49189		9338.27	10119.1	10762.5	11560.3	13804.5	13718.4	12873.0	14825.7	11544.4	12853.9	12562.8	12256.2	11035.8	10228.9	10768.6	12064.2	11897.5	12829.0	12166.7	11745.1	13120.2	12450.6	13005.5	12612.6	12440.7	13031.7	13411.1	10963.0	11462.0	10220.9	13101.0	12370.2	11883.9	13304.6	13644.7	10665.4	10102.2	12916.0	13362.1	13552.2	15511.2	13570.0
Q8NGE9	Q8NGE9	Q8NGE9	Q8NGE9		185417.0	183843.0	194637.0	174215.0	175067.0	187311.0	173562.0	178960.0	188705.0	195355.0	183133.0	180316.0	195577.0	190897.0	184965.0	173334.0	183487.0	174453.0	174881.0	181357.0	190197.0	179007.0	178325.0	178905.0	169889.0	179883.0	183007.0	189875.0	188169.0	190362.0	179599.0	181014.0	175822.0	177078.0	181037.0	175992.0	183350.0	194733.0	181703.0	184001.0	177552.0	175567.0
Q5H9S7	Q5H9S7	Q5H9S7	Q5H9S7		1749.55	4033.91	3446.69	3249.52	2467.97	2106.76	2181.34	2350.23	2620.95	2348.4	1378.37	1706.48	1298.06	2154.82	2030.03	2712.54	2705.83	3209.48	2118.03	2957.97	2438.55	3058.62	2105.17	2614.48	1755.44	1519.79	2064.17	1845.31	2922.7	2719.7	2788.99	2320.5	2110.72	2317.48	2183.33	2013.42	2464.48	1503.58	1364.04	1279.2	3118.6	2003.15
A0A0A0MT89	A0A0A0MT89	A0A0A0MT89	A0A0A0MT89		7386.48	8368.38	8047.67	6647.51	7559.44	7054.73	6822.66	7562.08	7487.15	5844.22	7403.18	5751.75	6049.06	6681.55	6788.88	7554.35	7922.36	7826.93	6886.86	7484.6	6614.2	7949.78	7814.74	7830.28	8051.14	8143.89	7665.57	8644.87	8005.15	8047.26	7706.97	8587.98	8163.9	8452.14	8801.53	7426.95	8445.77	8669.98	8239.98	8714.29	8313.24	7628.31
O00257	O00257	O00257	O00257		1333.2	1677.73	2028.44	2156.47	2635.95	2508.6	2047.11	1620.64	2442.3	1742.86	2326.58	2100.62	1838.92	2090.65	1823.15	2301.35	1970.1	2285.82	2045.17	2408.26	2243.08	1773.75	1827.92	2096.57	1748.54	2107.35	2108.74	2188.33	2042.94	1761.26	2333.12	2430.23	2089.49	2104.83	2583.98	2190.56	2392.75	2376.79	2397.41	2263.15	2118.66	2316.02
Q6ZUV0	Q6ZUV0	Q6ZUV0	Q6ZUV0		1310.21	1031.69	988.327	960.608	668.573	1504.55	897.43	840.052	744.339	909.589	803.247	1247.14	472.353	765.159	855.714	908.928	652.335	1179.65	1208.83	977.978	446.58	854.599	679.838	840.038	442.689	365.155	692.054	1405.69	723.457	1174.91	341.668	1040.87	801.195	804.128	855.207	1222.47	469.858	247.082	554.573	727.464	485.924	1090.72
O60682	O60682	O60682	O60682		7146.51	7286.35	7352.93	6843.41	6933.26	5918.68	5920.96	6383.56	5729.89	7590.34	7480.49	7054.79	6855.51	6815.57	7968.24	7946.79	6467.05	7658.56	6480.29	7731.17	6832.67	6560.33	6683.26	6308.52	6408.37	7513.28	6336.64	9114.41	7624.39	6541.92	7502.61	8016.46	6875.15	6479.19	7498.68	7014.19	7618.01	8911.22	7185.37	6046.52	5506.65	6993.21
Q9HCE1	Q9HCE1	Q9HCE1	Q9HCE1		17222.5	14187.6	12090.1	10977.4	13202.1	13408.2	16238.1	16808.3	15598.7	15211.9	16304.3	14282.9	11695.9	11269.7	13714.9	15177.2	11727.0	11573.4	12273.7	11363.5	14933.8	12133.1	14205.2	14104.4	14161.0	13120.1	15028.5	13817.9	15634.7	14461.3	18199.8	14841.9	13544.1	12325.9	11730.8	11861.4	16190.3	14481.5	12589.1	15431.9	14568.0	11964.1
Q9HCE1;Q9H4Q3	Q9HCE1;Q9H4Q3	Q9HCE1;Q9H4Q3	Q9HCE1;Q9H4Q3		13481.8	12805.6	14321.8	13576.6	13860.8	13038.2	13459.8	9243.56	9632.89	14853.4	13013.3	13719.4	14703.6	12762.0	15278.1	14239.0	13744.4	12957.4	15195.6	13204.1	14883.6	12234.3	14655.3	13378.1	11388.6	13231.6	11276.0	12760.3	14316.9	15133.4	17069.8	14840.3	11912.1	15935.1	13857.2	13786.9	14457.2	14248.4	14440.3	13800.5	13749.7	9424.98
Q15822	Q15822	Q15822	Q15822		3335.85	3213.63	3275.52	2566.55	3091.75	3274.65	2593.4	3062.44	2704.85	2966.8	2925.28	3595.66	2583.22	3024.66	3388.53	3126.44	3150.57	2749.24	3556.16	3713.05	2773.62	3474.04	3342.18	2496.64	2690.01	3576.74	3591.91	3518.21	2673.3	3890.43	3258.21	3399.66	2998.52	3076.62	3640.53	3738.94	2967.27	2960.69	3908.83	2509.9	3791.35	3078.12
Q8NH50	Q8NH50	Q8NH50	Q8NH50		4652.88	4488.33	4176.75	5031.03	5477.42	5348.07	4787.44	5001.77	5193.51	5296.66	5219.35	5184.55	4946.8	4957.06	4591.47	4700.03	4250.21	4929.71	4618.43	5345.61	4891.03	5123.52	4840.94	5144.23	4521.53	4255.55	4124.56	4760.05	5471.2	4830.98	4831.01	4756.71	4936.53	4814.8	5302.43	4782.05	4803.95	4792.59	4348.24	4636.94	5185.04	5599.77
Q68EN5	Q68EN5	Q68EN5	Q68EN5		2753.01	3438.01	2586.58	3066.96	3315.72	3651.1		3274.48	3113.93	4319.64	3639.45	4835.78	3673.83	2628.01	4325.81	4277.96	3358.19	2547.94	3818.3	4146.4	4455.72	5542.46	3986.68	4255.47	4067.54	5086.9	4195.7	3597.96	3543.72	3535.37	3230.89	4606.31	4565.79	3779.89	4538.06	5236.52	4002.77	4699.57	3753.1	4410.92	5383.58	4891.92
Q3KNT7	Q3KNT7	Q3KNT7	Q3KNT7		13075.3	13221.4	12297.9	12851.9	12988.3	12213.9	12339.5	13399.8	13601.5	13133.8	12287.5	13087.7	13401.3	13052.5	13426.6	12535.7	12334.8	12469.3	12951.7	12206.6	12181.5	13970.2	12482.0	12647.7	12742.6	13808.8	12893.2	12521.3	12294.2	12901.8	11985.8	12425.1	12460.9	13642.3	12357.0	11613.8	13126.5	13403.9	13242.7	11549.4	11906.3	11639.5
Q52LJ0	Q52LJ0	Q52LJ0	Q52LJ0		17766.2	16967.9	17535.7	17965.2	17024.3	16564.1	16812.4	15740.9	15380.7	16775.8	16078.5	16030.4	15817.1	15622.0	16057.2	17149.3	16282.0	17671.3	15035.5	16111.1	15526.2	16616.2	15051.4	15484.2	14884.7	14137.7	15324.4	16357.5	15662.8	14407.8	14108.1	15075.7	15034.9	15360.1	16823.9	15885.2	14607.6	13694.5	15071.8	15798.9	16244.3	14851.4
P13569	P13569	P13569	P13569		78182.2	77649.0	77283.6	77446.2	73482.6	76855.8	75962.9	77979.8	77968.2	75780.4	75746.0	76316.9	78625.4	78744.2	80726.4	76989.0	73530.5	74075.6	77301.1	77028.0	79006.2	80944.3	78420.2	78481.5	74694.4	79966.9	76043.8	74107.2	76120.8	78623.0	73512.5	74359.5	71072.7	74041.4	71352.9	74318.5	76828.3	77450.6	77982.5	70638.2	70427.6	71921.4
Q9P2M7	Q9P2M7	Q9P2M7	Q9P2M7		21428.9	22309.5	22022.8	24903.3	20518.6	20683.7	19490.4	17088.4	25131.1	19977.4	20714.3	20611.1	15577.8	19481.3	22396.6	22271.2	20832.9	21423.9	21357.4	22386.2	20180.7	15480.0	19879.9	18424.5	19976.9	19331.2	18873.5	23384.7	24304.9	20229.8	16614.4	18795.7	21702.0	17527.3	19007.5	19177.2	20552.9	18628.8	19978.8	24190.7	16996.5	19590.8
Q9P2M7;A2IDD5	Q9P2M7;A2IDD5	Q9P2M7;A2IDD5	Q9P2M7;A2IDD5		4868.78	3241.8	4445.39	3657.64	2675.81	2350.65	2685.67	3022.15	2115.45	4191.11	2680.15	2519.21	3618.09	3653.46	2528.84	2361.8	3307.22	3055.34	4007.53	4213.99	3337.28	3472.94	2875.71	1732.08	3555.43	4787.04	3758.62	4512.1	3506.12	3441.21	2991.42	2636.14	4777.83	3633.13	2901.55	2733.63	5336.97	1975.11	3719.18	3434.88	2857.96	2872.1
P20248	P20248	P20248	P20248		19533.2	20248.1	18519.4	18246.7	22038.3	20493.8	18051.6	20812.5	19073.4	18661.2	21292.0	22262.6	20110.6	20576.3	19578.5	23379.1	23430.1	21253.0	19016.3	19793.2	21649.8	19506.5	19440.7	21153.2	18986.1	16794.6	17622.0	21278.4	22888.1	23226.3	23312.2	25124.5	24238.1	24878.1	25189.0	22524.5	17581.0	19099.5	18975.3	23168.1	22864.2	24260.2
Q06710	Q06710	Q06710	Q06710		11938.3	13127.0	12409.0	13399.3	13311.3	13860.6	12519.7	12617.3	11814.2	8707.97	9551.88	10543.7	10773.0	10888.6	12238.6	13741.1	13257.0	13124.9	9478.04	9773.3	9025.35	12316.9	12988.8	14173.3	13460.8	13072.9	12613.6	12442.8	13188.9	13913.6	13476.6	12151.3	13660.2	12661.7	14557.6	12803.2	13561.9	12937.1	12731.7	14010.5	13553.6	14171.6
P27449	P27449	P27449	P27449		3522.02	3008.47	3539.11	2430.92	2969.15	3106.94	3114.68	2995.89	6076.65	3060.48		3305.39	2866.48	3110.9	2517.51	1925.87	2599.75	2760.83	3449.97	4096.28	2839.71	3184.99	2917.72					3804.99	4295.25	3574.95	1819.5	2273.01	2522.65		2156.6	3066.48	2381.89	2905.16	2593.53	4308.75	2737.72	2279.92
Q9H6A0	Q9H6A0	Q9H6A0	Q9H6A0		3305.44	3062.95	3262.08	3429.64	3021.61	3692.74	3053.01	3610.0	3115.06	3443.87	3396.95	3357.39	3923.1	4545.48	3519.98	2652.59	3349.45	2706.45	2486.65	3187.46	2628.28	3852.92	3219.37	3648.15	3036.27	3041.5	3198.89	3691.56	5540.28	3859.82	3737.45	3417.23	3277.6	3412.51	3623.91	3212.76	3254.11	2760.44	2925.98	2979.98	3604.92	2957.68
P25391	P25391	P25391	P25391		6736.35	7215.13	7699.06	7135.18	6011.35	7823.73	3982.69	3477.76	4740.97	6672.29	6241.27	6906.59	4487.83	4260.73	4781.33	7663.44	8309.12	6697.14	7572.72	6026.28	8083.79	4601.23	4990.6	5579.2	6388.37	6469.28	5866.9	6948.43	7710.68	6903.32	5250.0	4907.82	4653.52	7865.1	8635.79	7005.2	6693.79	8511.61	7639.43	8480.59	8433.49	6961.73
A6NCK2	A6NCK2	A6NCK2	A6NCK2		3297.48	3589.05	3297.47	4483.57	4177.14	4394.23	4291.28	2591.32	3615.78	3730.53	3992.13	3221.38	2833.24	2028.52	3099.14	3746.83	3931.81	3981.74	3082.1	3542.36	2884.37	3848.69	3503.51	3087.16	3668.94	3894.1	5235.56	3865.9	3280.52	3633.98	2995.65	2911.38	3067.26	3795.89	4392.9	3490.92	3417.64	3687.47	3882.24	4285.92	3249.68	3829.57
Q8N377	Q8N377	Q8N377	Q8N377		6314.84	5497.54	6084.36	5446.46	5898.73	6583.34	5339.15	6010.52	5530.34	6195.8	6158.31	6462.48	6663.62	5479.41	6310.85	5895.23	6220.42	5631.48	5757.59	6102.1	6146.1	6602.49	6796.35	6138.46	6039.74	5419.25	6987.21	6730.92	6091.93	5537.97	5328.91	6999.91	5943.51	6403.92	5327.81	5816.54	5778.22	6325.66	5622.95	5445.26	5778.35	6659.86
Q01668	Q01668	Q01668	Q01668		27226.7	29540.1	28262.2	29518.4	24555.5	28925.9	31670.9	29537.7	27358.7	27952.3	25452.9	32365.5	28359.7	31028.4	27483.6	26921.0	29626.8	30153.1	30802.0	26453.8	30660.5	24466.5	26978.5	30173.1	26093.2	27045.9	27441.0	24714.3	25008.9	27529.4	29841.2	27179.3	24600.0	30474.7	24981.8	22139.1	26977.1	26085.5	25799.4	22514.5	26823.1	24970.5
A0A087X0M5	A0A087X0M5	A0A087X0M5	A0A087X0M5		8161.49	6968.51	9442.64	9439.33	9463.84	7655.92	8708.24	8623.83	7912.46	8780.54	8402.48	7597.88	8717.86	9577.83	7713.08	8126.52	7457.05	10049.2	8507.19	10426.4	10153.5	7561.48	7568.17	7610.41	9859.18	8484.36	9939.59	7231.8	8763.11	7815.33	8721.45	6625.01	9680.47	9099.15	8978.16	10715.1	9838.91	10776.9	10724.0	6292.26	7333.65	8147.5
Q5JTB6	Q5JTB6	Q5JTB6	Q5JTB6		1217.55	2201.52	3222.16	3262.79	3830.14	3102.42	4234.63	2710.01	3539.97	2640.46	868.634	559.987	1763.95	1128.45	530.263	511.13	248.312	755.708		352.559			154.819	1463.99								401.964			228.502		491.564		999.158			
O75084	O75084	O75084	O75084		3411.67	3599.11	3470.26	4055.55	4067.13	3964.32	4366.31	3283.2	4124.12	3865.18	4378.5	4359.53	3947.56	3983.98	3863.19	3702.53	3559.69	3357.24	3447.07	3157.07	4050.22	4129.95	3650.29	3736.24	3509.4	4462.53	3854.57	4300.45	4085.36	3769.07	3139.45	3490.17	3217.73	3284.57	3394.21	3747.5	3721.44	4345.76	3973.27	4050.35	4344.21	3943.18
Q8NDL9	Q8NDL9	Q8NDL9	Q8NDL9		81067.1	72328.1	76980.1	79785.2	77967.5	76802.7	81242.3	81060.2	81177.4	81035.2	77917.8	73820.5	81568.2	83142.7	78309.9	74055.3	73400.1	72134.4	80422.0	74997.3	75365.6	81550.1	75834.1	76449.0	81114.8	80220.0	77730.2	75537.9	77267.6	75803.7	76232.2	72630.1	67602.5	73495.5	74132.8	70103.6	75815.2	70251.7	75395.7	71203.4	69105.5	67027.4
O15182	O15182	O15182	O15182		4408.52	2671.06	3872.8	3549.99	4375.86	4211.96	4280.05	2739.63	4321.05	3934.21	4229.37	3270.17	3180.02	3922.26	3805.46	3653.98	3666.19	3346.74	3745.82	3921.49	3305.29	3518.17	4387.62	3512.38	4727.82	4103.9	3429.77	3020.53	3317.63	2837.44	3880.47	2947.95	3807.18	4023.47	3660.12	3527.59	4293.87	3226.1	4020.53	4159.49	4155.76	4329.59
Q8TBY9	Q8TBY9	Q8TBY9	Q8TBY9		20018.0	19742.0	18937.7	20283.9	20501.3	20485.4	20148.0	18618.2	18207.8	19124.3	20080.6	19103.7	18060.0	16608.3	16926.3	20291.9	20896.0	20141.1	20289.6	18606.7	19746.3	18814.6	19191.0	19869.6	17451.5	17111.4	18259.7	18690.9	18099.4	19404.4	18664.4	18427.9	19173.1	19043.2	19890.5	18952.5	17227.8	17443.6	16714.3	18612.5	20296.6	19851.3
P37088	P37088	P37088	P37088		20445.2	19455.7	19909.4	19924.8	20670.7	20781.9	21386.7	21045.0	22296.2	22260.9	21070.3	20844.9	21269.8	20564.7	19761.0	21476.6	20425.5	19363.2	22258.3	20445.2	20943.6	19581.8	19880.4	19197.9	20644.3	22093.8	20732.3	20316.8	19371.3	19353.4	21606.5	21513.8	19370.3	20190.9	19724.6	17876.3	21555.3	21662.2	20957.1	20939.2	19717.3	20011.7
Q8NDF8	Q8NDF8	Q8NDF8	Q8NDF8		13838.0	11686.0	11410.1	13062.5	12592.9	11941.7	11349.1	11068.4	12480.2	10978.9	11009.0	11216.0	12083.3	12037.0	11691.8	11506.1	11967.9	11751.9	10351.5	12844.2	11841.3	11703.7	13028.9	12718.0	11206.4	13195.3	12996.4	11443.6	11752.5	12952.7	11439.2	11728.1	12821.1	13052.7	12355.5	12800.5	11736.9	12335.8	13341.7	12050.9	11797.7	10994.5
P32929	P32929	P32929	P32929		22814.5	23174.0	24324.4	24887.0	25124.6	22877.2	25899.4	24640.9	27183.2	25828.3	23317.6	25866.7	25846.5	26186.5	24873.3	23117.2	23151.8	22001.1	22704.9	22797.5	23448.7	21068.2	21403.9	25314.8	21640.6	21689.9	21410.0	23719.3	25096.1	23155.3	25621.0	24253.8	22489.6	25107.0	24185.1	23683.2	22035.7	22189.8	24578.4	22690.7	23887.5	20389.1
Q9NP77	Q9NP77	Q9NP77	Q9NP77		28033.6	27449.1	27080.2	25265.4	25574.2	26508.9	25304.6	25367.7	23911.9	26405.6	26751.0	26487.8	25070.5	24139.6	23289.3	27184.8	26450.4	26426.6	29422.6	28143.6	28092.4	25447.1	25398.1	26839.3	21048.2	22807.5	25226.6	23118.6	21175.8	22906.5	22897.0	24482.7	25101.0	26244.7	24819.2	25468.0	25349.1	25558.3	26351.9	22020.6	24145.3	23339.8
Q9NP77;Q9Y243	Q9NP77;Q9Y243	Q9NP77;Q9Y243	Q9NP77;Q9Y243		24741.4		27722.9			32515.5		38154.7			32201.2	37627.7	31471.3	36828.8	33243.6	31440.0	35746.9	33408.3	21256.5	33006.4	32809.5	32943.3	25618.3	40297.1	29931.6	31606.1	30103.2		38227.3	30770.5	25484.8	37220.8	43573.9	24691.4	40405.7	34128.8	26604.8	42684.3		19999.0	35052.6	34039.0
Q14585	Q14585	Q14585	Q14585		2751.47	2585.73	2524.02	2893.54	1730.34	2407.67	2418.87	3774.5	2871.43	2038.3	1886.89	2518.94	2606.84	2118.79	2445.48	2834.0	1965.25	2105.27	2424.56	3141.28	2112.36	2424.59	1789.75	2061.63	2586.58	2222.56	2427.55	2292.08	1847.76	2542.6	1973.19	1486.55	2514.74	2547.66	2385.82	2190.73	2378.5	1951.63	1858.8	2109.13	2564.84	1394.71
P05538	P05538	P05538	P05538		3608.57	3678.44	3220.88	3872.07	4663.3	4097.63	3947.34	4001.98	3939.88	4526.48	4376.7	4517.85	4264.76	4113.61	3906.35	3955.83	4249.46	3709.17	4068.71	4465.33	4308.45	4217.49	4472.68	4580.69	3420.59	3310.67	2765.64	4465.99	4916.33	3970.42	4573.65	4440.43	4606.92	4620.53	4411.86	4097.18	2906.65	3263.44	3313.8	4139.22	4186.36	4641.97
Q7L5D6	Q7L5D6	Q7L5D6	Q7L5D6		6245.95	6315.85	6242.86	4951.33	4688.13	3675.49	4742.91	5020.43	4351.48	4806.16	4554.4	4228.54	5081.76	5183.31	4440.06	4927.17	4947.25	4847.61	4568.93	4932.6	5316.69	4171.27	5308.93	4177.76	5720.36	4629.87	5524.89	6124.56	6136.11	5448.8	5392.03	4691.94	6106.14	5042.17	5454.41	4786.55	6333.23	5819.6	5550.69	4690.57	4076.3	4506.26
Q16763	Q16763	Q16763	Q16763		7088.6	8391.22	8233.2	6471.4	8494.04	9066.37	3273.48	4691.17	5224.11	6081.61	5885.18	6800.49	8093.31	7460.75	8138.47	8100.64	8315.42	6991.92	6648.99	6148.4	6334.28	6710.03	8219.07	6978.04	8151.2	8998.88	8816.93	9000.83	7818.82	6759.85	3460.71	5346.73	4195.93	6779.83	6636.49	8446.45	8123.15	8267.54	8576.14	7930.96	8241.58	7461.08
O95047	O95047	O95047	O95047		1811.6										1708.75					1623.92			1891.01				2136.72					1653.19			1343.33		2054.03									
Q13835	Q13835	Q13835	Q13835		4091.03	4292.33	4419.25	4596.62	4198.32	4327.86	4229.66	3442.19	4051.23	4621.57	4675.36	5214.41	4425.87	4697.28	4551.73	4053.49	4612.36	4537.96	4640.65	4392.28	4092.46	4295.36	4680.69	4512.79	4864.02	4499.24	5682.76	5095.52	4996.46	4956.52	4341.32	4701.11	4628.47	4660.45	4982.58	4593.42	4507.77	4836.63	4035.99	4682.24	5184.43	4391.23
Q9UKK6	Q9UKK6	Q9UKK6	Q9UKK6		11023.6	11484.5	11937.3	11643.2	11306.4	10438.9	10885.8	10766.3	10533.7	10026.5	9867.71	10895.9	10643.8	10066.7	11027.3	12221.2	11402.2	10086.7	9354.6	10303.3	10458.0	10214.0	11570.6	10841.8	12128.8	10787.9	11182.8	12157.4	11859.5	11581.8	12673.5	12656.9	11803.5	11751.8	11679.5	10739.2	10810.9	12614.4	12025.0	12004.4	11431.5	11154.7
Q9H875	Q9H875	Q9H875	Q9H875		19271.0	20308.2	19997.9	18063.8	18183.6	16395.4	19284.7	17958.6	20428.9	20233.9	19240.2	19312.7	19727.9	20027.8	18072.2	17970.4	16860.3	18095.4	20791.2	17781.4	20470.5	22723.7	21039.3	20545.6	22026.6	17581.4	22783.5	25210.3	23753.5	22960.3	22956.0	23433.9	20454.1	20636.5	19409.9	21141.8	22479.0	24644.6	21892.1	24587.7	20296.7	22831.9
Q9NX01	Q9NX01	Q9NX01	Q9NX01		10457.9	9457.68	9225.55	11412.1	12878.1	11894.8	11015.4	10405.8	9962.35	5969.51	6880.79	5717.81	9200.56	9334.75	10102.3	12727.4	11566.1	12251.9	6290.75	5701.73	7292.47	11109.7	10843.9	10822.5	10567.9	9951.92	10256.3	8277.93	9581.13	9028.5	11200.0	10440.5	8617.85	12311.1	11293.8	10487.6	10521.9	11283.6	11880.7	10256.2	12069.3	9786.61
P11836	P11836	P11836	P11836		3045.87	2559.73	3171.05	2755.04	2367.16	3770.61	3129.43	2864.82	3862.22	2606.52	3283.04	3258.57	2993.72	2402.9	2868.77	3470.66	2546.48	3583.66	2727.86	3384.43	2502.05	3058.43	2415.76	3044.45	3187.75	2706.74	3311.03	2874.4	3098.32	3513.57	3417.8	2391.86	2528.6	3284.91	2546.0	2788.31	2997.42	2963.85	3270.33	4157.71	2967.98	2985.81
Q9UQ84	Q9UQ84	Q9UQ84	Q9UQ84		5644.64	6992.08	5893.06	8139.0	6813.65	6897.05	7387.79	7509.09	8196.63	6268.84	8379.95	7411.07	7448.62	7765.29	7327.24	7412.94	7950.82	7063.12	7308.57	7293.41	7807.06	8211.39	8969.22	7428.9	9099.98	7874.39	6793.68	8244.6	8227.98	6833.45	8228.36	8738.96	9432.12	8554.75	7896.08	7810.09	9052.7	8726.32	8358.43	8018.32	9466.65	9573.19
P0DOX4	P0DOX4	P0DOX4	P0DOX4		37967.5	40025.7	37504.6	38130.6	37803.5	38841.1	40568.9	38249.5	40837.3	40781.5	40902.6	43346.4	43160.4	44093.6	42995.0	38912.8	38243.0	38495.8	37278.8	40465.2	40400.7	41644.7	42378.3	42697.9	38800.7	43511.0	44644.4	38008.2	38255.7	39278.6	40007.6	37619.2	41488.7	39846.3	41178.4	39505.6	41194.2	38848.6	38619.0	39000.4	41300.8	40967.6
Q8NDX6	Q8NDX6	Q8NDX6	Q8NDX6		34531.6	35852.7	33454.1	35982.8	35735.9	37329.3	34693.5	37650.2	36527.8	30049.5	30597.0	33646.4	34932.8	36260.2	38514.2	34119.7	34854.5	34272.6	26291.6	28908.2	28723.9	35835.8	39279.6	36087.3	27797.6	28668.2	28949.5	35604.5	33629.6	34138.5	32175.6	33191.0	32969.6	34002.7	37288.5	36167.5	27268.0	26235.2	25854.8	35306.7	36282.6	35972.1
Q9P1D8	Q9P1D8	Q9P1D8	Q9P1D8		76248.4	72524.6	75334.1	73778.4	70601.9	72693.1	72351.1	70276.3	68492.4	78676.8	71402.6	73601.9	73867.8	74605.3	74542.6	71114.7	68428.5	69057.1	71809.3	72401.2	69947.9	72578.0	69366.9	73449.1	78600.4	76802.2	73344.0	70243.4	66796.3	67902.2	67971.8	74298.7	72441.1	71694.2	71440.3	65227.0	78044.5	79155.9	75494.9	76803.4	64984.7	64028.3
P80192	P80192	P80192	P80192		4542.22	4765.8	5501.93	5398.0	4489.04	4530.42	3922.92	4497.05	4809.9	3939.75	3689.06	4644.19	2997.43	3302.45	2417.25	4859.74	3664.73	4717.82	4615.46	4612.2	5658.15	2874.78	3376.87	3019.67	5521.39	5481.22	4071.34	5551.08	5733.52	4823.75	4689.76	4815.18	5068.25	4861.35	4082.23	4551.1	5132.47	4748.21	5608.43	4132.04	4897.38	6494.13
